part,image_path,label
kos01,data/raw/KolektorSDD-boxes/kos01/Part0.jpg,0
kos01,data/raw/KolektorSDD-boxes/kos01/Part1.jpg,0
kos01,data/raw/KolektorSDD-boxes/kos01/Part2.jpg,0
kos01,data/raw/KolektorSDD-boxes/kos01/Part3.jpg,0
kos01,data/raw/KolektorSDD-boxes/kos01/Part4.jpg,0
kos01,data/raw/KolektorSDD-boxes/kos01/Part5.jpg,1
kos01,data/raw/KolektorSDD-boxes/kos01/Part6.jpg,0
kos01,data/raw/KolektorSDD-boxes/kos01/Part7.jpg,0
kos02,data/raw/KolektorSDD-boxes/kos02/Part0.jpg,0
kos02,data/raw/KolektorSDD-boxes/kos02/Part1.jpg,0
kos02,data/raw/KolektorSDD-boxes/kos02/Part2.jpg,0
kos02,data/raw/KolektorSDD-boxes/kos02/Part3.jpg,0
kos02,data/raw/KolektorSDD-boxes/kos02/Part4.jpg,0
kos02,data/raw/KolektorSDD-boxes/kos02/Part5.jpg,0
kos02,data/raw/KolektorSDD-boxes/kos02/Part6.jpg,1
kos02,data/raw/KolektorSDD-boxes/kos02/Part7.jpg,0
kos03,data/raw/KolektorSDD-boxes/kos03/Part0.jpg,0
kos03,data/raw/KolektorSDD-boxes/kos03/Part1.jpg,0
kos03,data/raw/KolektorSDD-boxes/kos03/Part2.jpg,1
kos03,data/raw/KolektorSDD-boxes/kos03/Part3.jpg,0
kos03,data/raw/KolektorSDD-boxes/kos03/Part4.jpg,0
kos03,data/raw/KolektorSDD-boxes/kos03/Part5.jpg,0
kos03,data/raw/KolektorSDD-boxes/kos03/Part6.jpg,0
kos03,data/raw/KolektorSDD-boxes/kos03/Part7.jpg,0
kos04,data/raw/KolektorSDD-boxes/kos04/Part0.jpg,0
kos04,data/raw/KolektorSDD-boxes/kos04/Part1.jpg,0
kos04,data/raw/KolektorSDD-boxes/kos04/Part2.jpg,0
kos04,data/raw/KolektorSDD-boxes/kos04/Part3.jpg,1
kos04,data/raw/KolektorSDD-boxes/kos04/Part4.jpg,0
kos04,data/raw/KolektorSDD-boxes/kos04/Part5.jpg,0
kos04,data/raw/KolektorSDD-boxes/kos04/Part6.jpg,0
kos04,data/raw/KolektorSDD-boxes/kos04/Part7.jpg,0
kos06,data/raw/KolektorSDD-boxes/kos06/Part0.jpg,0
kos06,data/raw/KolektorSDD-boxes/kos06/Part1.jpg,0
kos06,data/raw/KolektorSDD-boxes/kos06/Part2.jpg,0
kos06,data/raw/KolektorSDD-boxes/kos06/Part3.jpg,0
kos06,data/raw/KolektorSDD-boxes/kos06/Part4.jpg,0
kos06,data/raw/KolektorSDD-boxes/kos06/Part5.jpg,0
kos06,data/raw/KolektorSDD-boxes/kos06/Part6.jpg,0
kos06,data/raw/KolektorSDD-boxes/kos06/Part7.jpg,1
kos09,data/raw/KolektorSDD-boxes/kos09/Part0.jpg,0
kos09,data/raw/KolektorSDD-boxes/kos09/Part1.jpg,0
kos09,data/raw/KolektorSDD-boxes/kos09/Part2.jpg,0
kos09,data/raw/KolektorSDD-boxes/kos09/Part3.jpg,0
kos09,data/raw/KolektorSDD-boxes/kos09/Part4.jpg,0
kos09,data/raw/KolektorSDD-boxes/kos09/Part5.jpg,0
kos09,data/raw/KolektorSDD-boxes/kos09/Part6.jpg,1
kos09,data/raw/KolektorSDD-boxes/kos09/Part7.jpg,0
kos10,data/raw/KolektorSDD-boxes/kos10/Part0.jpg,0
kos10,data/raw/KolektorSDD-boxes/kos10/Part1.jpg,0
kos10,data/raw/KolektorSDD-boxes/kos10/Part2.jpg,0
kos10,data/raw/KolektorSDD-boxes/kos10/Part3.jpg,1
kos10,data/raw/KolektorSDD-boxes/kos10/Part4.jpg,0
kos10,data/raw/KolektorSDD-boxes/kos10/Part5.jpg,0
kos10,data/raw/KolektorSDD-boxes/kos10/Part6.jpg,0
kos10,data/raw/KolektorSDD-boxes/kos10/Part7.jpg,0
kos13,data/raw/KolektorSDD-boxes/kos13/Part0.jpg,0
kos13,data/raw/KolektorSDD-boxes/kos13/Part1.jpg,0
kos13,data/raw/KolektorSDD-boxes/kos13/Part2.jpg,0
kos13,data/raw/KolektorSDD-boxes/kos13/Part3.jpg,1
kos13,data/raw/KolektorSDD-boxes/kos13/Part4.jpg,0
kos13,data/raw/KolektorSDD-boxes/kos13/Part5.jpg,0
kos13,data/raw/KolektorSDD-boxes/kos13/Part6.jpg,0
kos13,data/raw/KolektorSDD-boxes/kos13/Part7.jpg,0
kos14,data/raw/KolektorSDD-boxes/kos14/Part0.jpg,0
kos14,data/raw/KolektorSDD-boxes/kos14/Part1.jpg,0
kos14,data/raw/KolektorSDD-boxes/kos14/Part2.jpg,0
kos14,data/raw/KolektorSDD-boxes/kos14/Part3.jpg,0
kos14,data/raw/KolektorSDD-boxes/kos14/Part4.jpg,0
kos14,data/raw/KolektorSDD-boxes/kos14/Part5.jpg,0
kos14,data/raw/KolektorSDD-boxes/kos14/Part6.jpg,0
kos14,data/raw/KolektorSDD-boxes/kos14/Part7.jpg,1
kos17,data/raw/KolektorSDD-boxes/kos17/Part0.jpg,0
kos17,data/raw/KolektorSDD-boxes/kos17/Part1.jpg,0
kos17,data/raw/KolektorSDD-boxes/kos17/Part2.jpg,0
kos17,data/raw/KolektorSDD-boxes/kos17/Part3.jpg,0
kos17,data/raw/KolektorSDD-boxes/kos17/Part4.jpg,0
kos17,data/raw/KolektorSDD-boxes/kos17/Part5.jpg,1
kos17,data/raw/KolektorSDD-boxes/kos17/Part6.jpg,0
kos17,data/raw/KolektorSDD-boxes/kos17/Part7.jpg,0
kos18,data/raw/KolektorSDD-boxes/kos18/Part0.jpg,0
kos18,data/raw/KolektorSDD-boxes/kos18/Part1.jpg,0
kos18,data/raw/KolektorSDD-boxes/kos18/Part2.jpg,0
kos18,data/raw/KolektorSDD-boxes/kos18/Part3.jpg,1
kos18,data/raw/KolektorSDD-boxes/kos18/Part4.jpg,0
kos18,data/raw/KolektorSDD-boxes/kos18/Part5.jpg,0
kos18,data/raw/KolektorSDD-boxes/kos18/Part6.jpg,0
kos18,data/raw/KolektorSDD-boxes/kos18/Part7.jpg,0
kos20,data/raw/KolektorSDD-boxes/kos20/Part0.jpg,0
kos20,data/raw/KolektorSDD-boxes/kos20/Part1.jpg,0
kos20,data/raw/KolektorSDD-boxes/kos20/Part2.jpg,0
kos20,data/raw/KolektorSDD-boxes/kos20/Part3.jpg,0
kos20,data/raw/KolektorSDD-boxes/kos20/Part4.jpg,1
kos20,data/raw/KolektorSDD-boxes/kos20/Part5.jpg,0
kos20,data/raw/KolektorSDD-boxes/kos20/Part6.jpg,0
kos20,data/raw/KolektorSDD-boxes/kos20/Part7.jpg,0
kos22,data/raw/KolektorSDD-boxes/kos22/Part0.jpg,0
kos22,data/raw/KolektorSDD-boxes/kos22/Part1.jpg,0
kos22,data/raw/KolektorSDD-boxes/kos22/Part2.jpg,0
kos22,data/raw/KolektorSDD-boxes/kos22/Part3.jpg,0
kos22,data/raw/KolektorSDD-boxes/kos22/Part4.jpg,0
kos22,data/raw/KolektorSDD-boxes/kos22/Part5.jpg,0
kos22,data/raw/KolektorSDD-boxes/kos22/Part6.jpg,1
kos22,data/raw/KolektorSDD-boxes/kos22/Part7.jpg,0
kos23,data/raw/KolektorSDD-boxes/kos23/Part0.jpg,0
kos23,data/raw/KolektorSDD-boxes/kos23/Part1.jpg,0
kos23,data/raw/KolektorSDD-boxes/kos23/Part2.jpg,0
kos23,data/raw/KolektorSDD-boxes/kos23/Part3.jpg,0
kos23,data/raw/KolektorSDD-boxes/kos23/Part4.jpg,0
kos23,data/raw/KolektorSDD-boxes/kos23/Part5.jpg,0
kos23,data/raw/KolektorSDD-boxes/kos23/Part6.jpg,1
kos23,data/raw/KolektorSDD-boxes/kos23/Part7.jpg,0
kos24,data/raw/KolektorSDD-boxes/kos24/Part0.jpg,0
kos24,data/raw/KolektorSDD-boxes/kos24/Part1.jpg,1
kos24,data/raw/KolektorSDD-boxes/kos24/Part2.jpg,0
kos24,data/raw/KolektorSDD-boxes/kos24/Part3.jpg,0
kos24,data/raw/KolektorSDD-boxes/kos24/Part4.jpg,0
kos24,data/raw/KolektorSDD-boxes/kos24/Part5.jpg,0
kos24,data/raw/KolektorSDD-boxes/kos24/Part6.jpg,0
kos24,data/raw/KolektorSDD-boxes/kos24/Part7.jpg,0
kos25,data/raw/KolektorSDD-boxes/kos25/Part0.jpg,0
kos25,data/raw/KolektorSDD-boxes/kos25/Part1.jpg,0
kos25,data/raw/KolektorSDD-boxes/kos25/Part2.jpg,0
kos25,data/raw/KolektorSDD-boxes/kos25/Part3.jpg,0
kos25,data/raw/KolektorSDD-boxes/kos25/Part4.jpg,1
kos25,data/raw/KolektorSDD-boxes/kos25/Part5.jpg,0
kos25,data/raw/KolektorSDD-boxes/kos25/Part6.jpg,0
kos25,data/raw/KolektorSDD-boxes/kos25/Part7.jpg,0
kos26,data/raw/KolektorSDD-boxes/kos26/Part0.jpg,0
kos26,data/raw/KolektorSDD-boxes/kos26/Part1.jpg,0
kos26,data/raw/KolektorSDD-boxes/kos26/Part2.jpg,0
kos26,data/raw/KolektorSDD-boxes/kos26/Part3.jpg,0
kos26,data/raw/KolektorSDD-boxes/kos26/Part4.jpg,0
kos26,data/raw/KolektorSDD-boxes/kos26/Part5.jpg,1
kos26,data/raw/KolektorSDD-boxes/kos26/Part6.jpg,0
kos26,data/raw/KolektorSDD-boxes/kos26/Part7.jpg,0
kos27,data/raw/KolektorSDD-boxes/kos27/Part0.jpg,1
kos27,data/raw/KolektorSDD-boxes/kos27/Part1.jpg,0
kos27,data/raw/KolektorSDD-boxes/kos27/Part2.jpg,0
kos27,data/raw/KolektorSDD-boxes/kos27/Part3.jpg,0
kos27,data/raw/KolektorSDD-boxes/kos27/Part4.jpg,0
kos27,data/raw/KolektorSDD-boxes/kos27/Part5.jpg,0
kos27,data/raw/KolektorSDD-boxes/kos27/Part6.jpg,0
kos27,data/raw/KolektorSDD-boxes/kos27/Part7.jpg,0
kos28,data/raw/KolektorSDD-boxes/kos28/Part0.jpg,0
kos28,data/raw/KolektorSDD-boxes/kos28/Part1.jpg,0
kos28,data/raw/KolektorSDD-boxes/kos28/Part2.jpg,0
kos28,data/raw/KolektorSDD-boxes/kos28/Part3.jpg,1
kos28,data/raw/KolektorSDD-boxes/kos28/Part4.jpg,0
kos28,data/raw/KolektorSDD-boxes/kos28/Part5.jpg,0
kos28,data/raw/KolektorSDD-boxes/kos28/Part6.jpg,0
kos28,data/raw/KolektorSDD-boxes/kos28/Part7.jpg,0
kos30,data/raw/KolektorSDD-boxes/kos30/Part0.jpg,1
kos30,data/raw/KolektorSDD-boxes/kos30/Part1.jpg,0
